,Algoritmo,Métrica,Valor
582,RedeNeural,R2,-1.108708390266616
583,RedeNeural,R2,-1.108885574611171
584,RedeNeural,R2,-1.108433108087374
585,RedeNeural,R2,-0.3928981405014902
586,RedeNeural,R2,-0.40016805468493244
587,RedeNeural,R2,-0.366136972935839
588,RedeNeural,R2,-1.0665342795544914
589,RedeNeural,R2,-1.0665653871145908
590,RedeNeural,R2,-1.065916072037397
591,RedeNeural,R2,-1.0713130287210872
592,RedeNeural,R2,-1.0711084204556753
593,RedeNeural,R2,-1.0708116280591917
594,RedeNeural,R2,0.7325033515696358
595,RedeNeural,R2,0.727319809812818
596,RedeNeural,R2,0.7266187090390481
597,RedeNeural,R2,-1.1265455754029698
598,RedeNeural,R2,-1.1256904039550233
599,RedeNeural,R2,-1.1260966893117743
600,RedeNeural,R2,-1.1331296344426454
601,RedeNeural,R2,-1.1310493609893495
602,RedeNeural,R2,-1.1342032424349178
603,RedeNeural,R2,0.7311408611938892
604,RedeNeural,R2,0.7290994361257961
605,RedeNeural,R2,0.7359360797800767
606,RedeNeural,R2,-1.1066551342490016
607,RedeNeural,R2,-1.1075656424984373
608,RedeNeural,R2,-1.107755588338057
609,RedeNeural,R2,-1.1190140122347279
610,RedeNeural,R2,-1.1241844316277807
611,RedeNeural,R2,-1.1191796713645812
612,RedeNeural,R2,0.7347078413559924
613,RedeNeural,R2,0.7303704070312969
614,RedeNeural,R2,0.7320834700024438
615,RedeNeural,R2,-1.0706745385835696
616,RedeNeural,R2,-1.0714695761570723
617,RedeNeural,R2,-1.0719063130474553
618,RedeNeural,R2,-1.0965130510281726
619,RedeNeural,R2,-1.1007602453659224
620,RedeNeural,R2,-1.1006905610907096
621,RedeNeural,R2,0.7299656026018264
622,RedeNeural,R2,0.7373939189780092
623,RedeNeural,R2,0.7329533767062808
624,RedeNeural,R2,-1.1264078163257882
625,RedeNeural,R2,-1.1260771618298597
626,RedeNeural,R2,-1.1261015898987718
627,RedeNeural,R2,-1.131933982784847
